l (deg),b (deg),line,comp,T_peak (K),T_error (K),CenterVel (km/s),CenterVel_error (km/s),FWHM (km/s),FWHM error (km/s),integral,integral error,Cloud,Upper Limit
119210,2000,HI,1,25.239004289845727,0.5663684127837265,-11.563658427817007,0.10809530262279585,2.9042882530031493,0.09824572756003598,213.0867200000002,1.8725141507633183,Polaris,F
119210,2000,HI,2,21.24154106765002,0.4691579602725013,-1.5323792953824238,0.15675796953292437,4.097697411372685,0.1658278834117237,252.2534400000002,2.238082484375814,Polaris,F
119210,2000,HI,3,4.44913224904529,0.2167832196639845,-23.84566511536778,1.50735762767578,24.665512762969126,1.1532419835172154,631.0400000000005,5.390016382149959,Polaris,F
119210,2000,67,1,0.014840213972165693,0.0016291907113657027,-2.937418195443447,0.619626146501447,2.8972683683928433,0.5164890471873163,0.1550271772369399,0.008962798084621604,Polaris,F
119210,2000,67,2,0.03805457888002799,0.004090329748837617,0.6252618725429513,0.07236123321398834,0.7479777518534041,0.09809246568133868,0.07040395765316679,0.004225103536027824,Polaris,F
119210,2000,67,3,0.00322677539312108,0.2167832196639845,0.9258776944653704,1.50735762767578,0.9258776944653704,1.1532419835172154,0.009348834278398086,0.0016665941482805844,Polaris,T
119210,2000,65,1,0.015542178160299628,0.002236560432617732,0.6954690735196458,0.23451280711143266,1.4116493047211263,0.23451278869591502,0.046982844575167264,0.0054948662215072025,Polaris,F
119210,2000,65,2,0.0026509922837415234,0.4691579602725013,-2.937418195443447,0.15675796953292437,2.8972683683928433,0.1658278834117237,0.003742271414164792,0.0006216915932715771,Polaris,T
119210,2000,65,3,0.0026509922837415234,0.2167832196639845,-2.937418195443447,1.50735762767578,2.8972683683928433,1.1532419835172154,0.003742271414164792,0.0006216915932715771,Polaris,T
119210,2000,CO,1,0.6407176408811962,0.14406364217170986,0.6500005661928825,0.1901469176406251,0.732573060230544,0.1903455553898348,1.0913023137435272,0.16772028861211918,Polaris,F
119210,2000,CO,2,0.1289759217257142,0.4691579602725013,0.6954690735196458,0.15675796953292437,1.4116493047211263,0.1658278834117237,0.09448428567466156,0.02454999345279693,Polaris,T
119210,2000,CO,3,0.1289759217257142,0.2167832196639845,0.6954690735196458,1.50735762767578,1.4116493047211263,1.1532419835172154,0.09448428567466156,0.02454999345279693,Polaris,T
