l (deg),b (deg),line,comp,T_peak (K),T_error (K),CenterVel (km/s),CenterVel_error (km/s),FWHM (km/s),FWHM error (km/s),integral,integral error,Cloud,Upper Limit
127500,2088,HI,1,16.973267879295282,0.2473008564232103,6.196844044744593,0.13564916371621474,4.078035083963224,0.12367854617255908,196.19968000000014,0.4340480501376031,Polaris,F
127500,2088,HI,2,11.197018354872274,0.17335872094360988,-13.794744448012315,0.2982936974540285,7.50859806230276,0.26908046484346615,250.39360000000022,0.5659294184861163,Polaris,F
127500,2088,HI,3,24.285442485789765,0.6016010225145115,-2.632000865239618,0.06657076707174484,2.6691369961263995,0.07219286924406527,185.48480000000015,0.3362121739273477,Polaris,F
127500,2088,67,1,0.049094317258787636,0.0025177697471628064,-1.0984563975718198,0.09018194209223915,1.7378633254431746,0.11083252224785267,0.1971928450777313,0.005240324147873652,Polaris,F
127500,2088,67,2,0.006635354142521547,0.0015984271603953714,3.496525889801593,1.835254975331836,6.693870424218802,1.2832477831495084,0.31164120227820374,0.010739468708186099,Polaris,F
127500,2088,67,3,0.0025311405460828476,0.6016010225145115,0.9258846599342974,0.06657076707174484,0.9258846599342974,0.07219286924406527,0.004398776326579591,0.0002805326908861692,Polaris,T
127500,2088,65,1,0.005158201953597187,0.0015797769171763628,9.148050728167352,1.037265837798695,2.8997824077438974,1.0870215078201666,0.0334237031577532,0.006791980285132073,Polaris,F
127500,2088,65,2,0.025790596552763192,0.0018076482562491638,-1.390440215120598,0.1812350525972262,-1.390440215120598,0.18664824823339735,0.12216290412367056,0.005989963581371012,Polaris,F
127500,2088,65,3,0.0024423518919818137,0.6016010225145115,-1.0984563975718198,0.06657076707174484,1.7378633254431746,0.07219286924406527,0.007082289049888887,0.007082289049888887,Polaris,T
127500,2088,CO,1,2.5980151080131373,0.10305893520757385,-0.6108912180699116,0.059002608935021135,1.2881293717407887,0.059002609225793395,7.393872087396136,0.21653109583902083,Polaris,F
127500,2088,CO,2,0.135955782387799,0.17335872094360988,9.148050728167352,0.2982936974540285,2.8997824077438974,0.26908046484346615,0.17512863655172292,0.00802174590021431,Polaris,T
127500,2088,CO,3,0.135955782387799,0.6016010225145115,9.148050728167352,0.06657076707174484,2.8997824077438974,0.07219286924406527,0.17512863655172292,0.00802174590021431,Polaris,T
