l [deg],b [deg],Total A_V [mag],Total A_G [mag],Distance to Peak,FWHM (V Band) [pc],Column Density [cm^-2],V Band Volume Density [cm^-3],G Band Volume Density [cm^-3],N(H) from A_G [cm^-2],G Band Volume Density Std,G Band Volume Density SDOM,V Band Volume Density STD
119.07,28,0.46974428653099204,0.3609485524225452,357.3676680972818,10.407417733660184,3.898877578207234e+21,121.40765395307395,596.6479571544672,9.023713810563629e+20,40.47984270727293,11.685524041898868,6.760820337925502
