l [deg],b [deg],Total A_V [mag],Total A_G [mag],Distance to Peak,FWHM (V Band) [pc],Column Density [cm^-2],V Band Volume Density [cm^-3],G Band Volume Density [cm^-3],N(H) from A_G [cm^-2],G Band Volume Density Std,G Band Volume Density SDOM,V Band Volume Density STD
143,38.5,0.6717277697223308,0.5161513892884857,402.43204577968527,5.495053057884955,5.575340488695346e+21,328.8129850072648,853.1982464938668,1.2903784732212142e+21,92.39391801245846,26.67182671798855,-33.023924319886206
