l [deg],b [deg],Total A_V [mag],Total A_G [mag],Distance to Peak,FWHM (V Band) [pc],Column Density [cm^-2],V Band Volume Density [cm^-3],G Band Volume Density [cm^-3],N(H) from A_G [cm^-2],G Band Volume Density Std,G Band Volume Density SDOM,V Band Volume Density STD
137.16,43,0.11721300420131486,0.0,309.2989985693848,4.469286617870359,9.728679348709134e+20,70.54482122689454,0.0,0.0,0.0,0.0,7.13286138061842
