l [deg],b [deg],Total A_V [mag],Total A_G [mag],Distance to Peak,FWHM (V Band) [pc],Column Density [cm^-2],V Band Volume Density [cm^-3],G Band Volume Density [cm^-3],N(H) from A_G [cm^-2],G Band Volume Density Std,G Band Volume Density SDOM,V Band Volume Density STD
147,40.38,0.25364860139388246,0.1949019884270261,389.4134477825465,4.783466925880644,2.1052833915692243e+21,142.63208922580046,322.17298686987414,4.872549710675652e+20,45.43401241233191,13.115669648312315,35.003644323282955
