l [deg],b [deg],Total A_V [mag],Total A_G [mag],Distance to Peak,FWHM (V Band) [pc],Column Density [cm^-2],V Band Volume Density [cm^-3],G Band Volume Density [cm^-3],N(H) from A_G [cm^-2],G Band Volume Density Std,G Band Volume Density SDOM,V Band Volume Density STD
148.2,38.63,0.5675867475342642,0.43613008347510096,397.42489270386267,9.282807462671732,4.710970004534393e+21,164.46763638351445,720.9230279843418,1.0903252086877524e+21,60.677093025850915,17.515967996059494,-13.857923245329951
