l [deg],b [deg],Total A_V [mag],Total A_G [mag],Distance to Peak,FWHM (V Band) [pc],Column Density [cm^-2],V Band Volume Density [cm^-3],G Band Volume Density [cm^-3],N(H) from A_G [cm^-2],G Band Volume Density Std,G Band Volume Density SDOM,V Band Volume Density STD
119.21,20,0.3882115309697434,0.2982992963513651,349.3562231759656,6.8878545038279855,3.2221557070488703e+21,151.60447243717977,493.0887368688065,7.457482408784128e+20,44.94599536419631,12.974791261257206,13.990506549996459
