l [deg],b [deg],Total A_V [mag],Total A_G [mag],Distance to Peak,FWHM (V Band) [pc],Column Density [cm^-2],V Band Volume Density [cm^-3],G Band Volume Density [cm^-3],N(H) from A_G [cm^-2],G Band Volume Density Std,G Band Volume Density SDOM,V Band Volume Density STD
150.12,40.67,0.09056479711561471,0.0695894199389393,381.4020028612303,19.676907395473037,7.516878160596021e+20,12.380270219567501,115.03131115906666,1.7397354984734825e+20,6.562529644500386,1.8944391284085986,0.6469512713199096
