l [deg],b [deg],Total A_V [mag],Total A_G [mag],Distance to Peak,FWHM (V Band) [pc],Column Density [cm^-2],V Band Volume Density [cm^-3],G Band Volume Density [cm^-3],N(H) from A_G [cm^-2],G Band Volume Density Std,G Band Volume Density SDOM,V Band Volume Density STD
125.5,22,0.31383140841698154,0.24114607845339792,336.3376251788269,3.9519764416006558,2.604800689860947e+21,213.6041105906159,398.6144676834667,6.028651961334948e+20,39.696618540998784,11.45942670028177,15.9473119397879
