l [deg],b [deg],Total A_V [mag],Total A_G [mag],Distance to Peak,FWHM (V Band) [pc],Column Density [cm^-2],V Band Volume Density [cm^-3],G Band Volume Density [cm^-3],N(H) from A_G [cm^-2],G Band Volume Density Std,G Band Volume Density SDOM,V Band Volume Density STD
151.5,19.25,0.3005669888541089,0.23095378196949318,210.15736766809727,4.992025060031542,2.4947060074891035e+21,161.95414616512446,381.76660159557224,5.773844549237329e+20,39.52456933854874,11.409760373607572,16.76546618202206
