l [deg],b [deg],Total A_V [mag],Total A_G [mag],Distance to Peak,FWHM (V Band) [pc],Column Density [cm^-2],V Band Volume Density [cm^-3],G Band Volume Density [cm^-3],N(H) from A_G [cm^-2],G Band Volume Density Std,G Band Volume Density SDOM,V Band Volume Density STD
120.5,29.6,0.4872773039447333,0.3744208126214389,359.3705293276109,25.689781907154227,4.0444016227412864e+21,51.020335885082126,618.9176032632384,9.360520315535972e+20,31.681095144583956,9.145544404973847,2.4874000194634633
