l [deg],b [deg],Total A_V [mag],Total A_G [mag],Distance to Peak,FWHM (V Band) [pc],Column Density [cm^-2],V Band Volume Density [cm^-3],G Band Volume Density [cm^-3],N(H) from A_G [cm^-2],G Band Volume Density Std,G Band Volume Density SDOM,V Band Volume Density STD
156.54,35.13,0.3436030775190905,0.2640224415593072,391.4163090128755,13.471765794479115,2.8519055434084516e+21,68.60567917768677,436.4290958975348,6.60056103898268e+20,32.13369511850233,9.276198763362343,5.076978653076771
