,Unnamed: 0,l (deg),b (deg),line,comp,T_peak (K),T_error (K),CenterVel (km/s),CenterVel_error (km/s),FWHM (km/s),FWHM error (km/s),integral,integral error,Cloud,Upper Limit
4,5,146070,1775,65,1,0.1691699300385471,0.0029860448457544,0.5912862003348863,0.0157284731246417,0.6870755258531359,0.0130567260129119,0.2824289102136197,0.0035990131912305,Camelopardalis,F
5,6,146070,1775,65,2,0.0022415392921147,0.9762551143084862,0.4876116673018191,0.078731932904381,0.7232107681212088,0.105157593421812,0.0015401067878502,2.926716438431932e-05,Camelopardalis,T
6,7,146070,1775,CO,1,4.350811790350523,0.1145720079041771,0.2581257663353154,0.0273440479828697,0.8992195391115856,0.0273439542089897,8.407117764871677,0.1812722528877652,Camelopardalis,F
7,8,146070,1775,CO,2,0.1393994469983902,0.9762551143084862,0.5912862003348863,0.078731932904381,0.6870755258531359,0.105157593421812,0.1253507064823023,0.0038117320954824,Camelopardalis,T
0,1,146200,3963,HI,1,9.58816798480252,0.8091311613905927,-2.501403573966083,0.3781407337256494,3.0875744961349474,0.413437841324625,65.14688000000004,6.883982131053736,Ursa Major,F
1,2,146200,3963,HI,2,15.57089999482217,1.0437023104657908,5.265058146528022,0.1779998007168787,1.8444895437850404,0.1736704956013676,70.96192000000006,5.818026787535145,Ursa Major,F
2,3,146200,3963,67,1,0.0227171238954342,0.0023827988813229,-0.0982588632992672,0.1504395193506626,1.2419087833853577,0.1504378200869094,0.060795316094953,0.00439034084939,Ursa Major,F
3,4,146200,3963,67,2,0.0023709072160562,1.0437023104657908,0.925877828465346,0.1779998007168787,0.925877828465346,0.1736704956013676,0.002944450496212,0.0003566741132118,Ursa Major,T
4,5,146200,3963,65,1,0.0172952854824151,0.0035387055873483,0.3991052854706449,0.1429629921855964,0.6956267111306407,0.1773698237723176,0.0256456095996241,0.0029512876616471,Ursa Major,F
5,6,146200,3963,65,2,0.0022512971614477,1.0437023104657908,-0.0982588632992672,0.1779998007168787,1.2419087833853577,0.1736704956013676,0.0015660624401956,0.000399312180785,Ursa Major,T
6,7,146200,3963,CO,1,1.7798895743413246,0.0928856718168911,0.0015153028580992,0.0491957721861271,0.8164341387650976,0.0491996559697004,3.257466222888035,0.1375177758535012,Ursa Major,F
7,8,146200,3963,CO,2,0.1057503659285617,1.0437023104657908,0.3991052854706449,0.1779998007168787,0.6956267111306407,0.1736704956013676,0.0863382089309792,0.0052028816223551,Ursa Major,T
0,1,146930,2075,HI,1,37.11092792956135,0.7728657369702429,-1.210915664909591,0.0724745991990408,3.014247310901713,0.0724885913062105,234.17344000000023,0.7538964581587965,Camelopardalis,F
1,2,146930,2075,67,1,0.0578820640140869,0.002880881403322,-0.1345228732171035,0.0487027005286016,0.8417443231230082,0.0481081324261369,0.1113470146381781,0.009412084953809,Camelopardalis,F
2,3,146930,2075,65,1,0.0335006450329227,0.0041476069784564,0.1364080407668208,0.0684935783685536,0.642267283586984,0.102315528099445,0.0478735640492787,0.0087329032793687,Camelopardalis,F
3,4,146930,2075,CO,1,0.6976649112388545,0.0923779184663546,0.0558851046994671,0.1062599962926623,0.6956479315672217,0.1065219324336114,1.1363529518880786,0.1387282495660594,Camelopardalis,F
0,1,147000,4038,HI,1,11.054594191090326,0.1773546487822564,0.7138080582681733,0.0813385174272807,4.668752194340417,0.093314304086507,114.0659200000001,1.954112464133526,Ursa Major,F
1,2,147000,4038,HI,2,0.8758518729524674,0.0648712006270718,-34.59544321341146,3.3989620593350383,32.05479582597434,3.1353932783405902,189.36832000000015,5.351557382539686,Ursa Major,F
2,3,147000,4038,67,1,0.0076686479749294,0.002782960730112,1.0232148962247776,0.5727735256258751,0.9315442438168714,0.5680805105032084,0.0230097381445194,0.004505350278487,Ursa Major,F
3,4,147000,4038,67,2,0.041632103045255,0.0027648070392425,-1.88354213005421,0.1059719849694836,0.9420367775922084,0.1050794669679856,0.087537668336713,0.004505350278487,Ursa Major,F
4,5,147000,4038,65,1,0.0166834366912483,0.0041000532595629,-1.267396596063102,0.1681549541406157,0.5935523090701046,0.210680887625429,0.0381388599353885,0.0031968928432442,Ursa Major,F
5,6,147000,4038,65,2,0.0088343897924439,0.002735944178531,-0.9190582603743732,0.6473875299820794,-0.9190582603743732,0.8055958678091587,0.0905371679051084,0.0074973782872098,Ursa Major,F
6,7,147000,4038,CO,1,1.5428262270107074,0.1001673965437373,-1.8636799907262345,0.0631161043387185,0.8410380558835608,0.0649712359216351,2.886842734441412,0.1527630186399702,Ursa Major,F
7,8,147000,4038,CO,2,0.6071467897081537,0.1283832159503829,1.1163465540087176,0.1265750963957255,0.4958814757406985,0.1234507557335457,0.6241819475178781,0.1080197663948499,Ursa Major,F
0,1,147200,4075,HI,1,6.9235472446403,0.6220447179042693,3.855902666875568,0.0951124367738571,1.0313126128954937,0.1034849826750966,68.11008000000005,0.888177283433751,Ursa Major,F
1,2,147200,4075,HI,2,17.243276111859426,0.3937016200259489,1.2266125067993945,0.100444548469412,3.903025777955108,0.0714693716364287,162.38464000000013,1.53836818103576,Ursa Major,F
2,3,147200,4075,67,1,0.0767279728040366,0.0029689384827498,3.683673258243133,0.0349973873348237,0.7311167481598178,0.0311122157511462,0.1342570280890272,0.0037316207753164,Ursa Major,F
3,4,147200,4075,67,2,0.025082506695311,0.002510003142186,-1.748470381053525,0.1293521834305591,1.119449619684783,0.1293748297232968,0.0562443576473551,0.0037316207753164,Ursa Major,F
4,5,147200,4075,65,1,0.0549463668962131,0.003199063049722,3.8128769692964752,0.0472957676207446,0.6836668903896758,0.0458462319022404,0.0783577073566071,0.0027325183374,Ursa Major,F
5,6,147200,4075,65,2,0.0020844167654259,0.3937016200259489,3.683673258243133,0.100444548469412,0.7311167481598178,0.0714693716364287,0.0014250467282948,9.556265440863418e-05,Ursa Major,T
6,7,147200,4075,CO,1,1.9999986995437933,54.07750121479821,3.789920275357591,1.946730964048587,0.6890661504746641,1.1236255455743356,5.695724553874619,0.1350446164538388,Ursa Major,F
7,8,147200,4075,CO,2,1.999998785451276,54.099328014925256,3.668362610329001,1.484570260431323,0.603640234129008,1.2252583342707737,5.695724553874619,0.1350446164538388,Ursa Major,F
0,1,148200,3863,HI,1,8.93463817097734,1.0335490226991282,1.1005172539083343,0.4609879990183416,5.912545150790401,0.4598974075968042,143.76576000000014,7.664408279138261,Ursa Major,F
1,2,148200,3863,HI,2,7.812903048470581,1.2543217368282735,-0.9330103550278536,0.2314396414385552,1.5722060404535827,0.3019579052774184,70.94912000000006,4.096798550412718,Ursa Major,F
2,3,148200,3863,67,1,0.0477202871038874,0.0024169541579813,-1.8278053347079244,0.0706027231678201,1.2071303582247963,0.0706017513080139,0.1292980845657149,0.0046063396253447,Ursa Major,F
3,4,148200,3863,67,2,0.0024875367269112,1.2543217368282735,0.9258837418381348,0.2314396414385552,0.9258837418381348,0.3019579052774184,0.0030027811002536,0.0001756244493629,Ursa Major,T
4,5,148200,3863,65,1,0.0416343091207522,0.0028555813134694,-2.200167653878421,0.0684360902457267,0.8602886601209333,0.0678551450629558,0.080700137840749,0.0040236373023255,Ursa Major,F
5,6,148200,3863,65,2,0.0025060613814553,1.2543217368282735,-1.8278053347079244,0.2314396414385552,1.2071303582247963,0.3019579052774184,0.002155936188033,0.0001700491585753,Ursa Major,T
6,7,148200,3863,CO,1,1.5764542798532162,0.1029978087333059,-2.316782411971229,0.0523789193630233,0.6933150132469899,0.0522316867774025,2.3017023131817416,0.1252716353690247,Ursa Major,F
7,8,148200,3863,CO,2,0.1112359464812846,1.2543217368282735,-2.200167653878421,0.2314396414385552,0.8602886601209333,0.3019579052774184,0.0771215517082133,0.0058100411149983,Ursa Major,T
0,1,148210,2350,HI,1,11.950775471507512,0.2330219693186954,-1.8133788979263403,0.1577057214839985,8.475079410198553,0.1488283450499209,253.83808000000016,1.4565462382862866,Camelopardalis,F
1,2,148210,2350,HI,2,10.816933966015574,0.4690555833492259,1.905389941794904,0.0611846745493047,1.2932864066411636,0.0703720039844703,71.69664000000006,0.5641179323863846,Camelopardalis,F
2,3,148210,2350,67,1,0.066329036360515,0.0030941516733716,1.3704750981883649,0.0396192363843161,0.6713389309931213,0.0347624843322515,0.0910598615487316,0.0033980252914172,Camelopardalis,F
3,4,148210,2350,67,2,0.0025950451624212,0.4690555833492259,0.925905553012683,0.0611846745493047,0.925905553012683,0.0703720039844703,0.0017421548452187,9.021021680015372e-05,Camelopardalis,T
4,5,148210,2350,65,1,0.0443652193065299,0.0034218299476279,1.283638950185706,0.0592848679422894,0.6091418850785735,0.0548863705897917,0.059264405180058,0.0039940561772047,Camelopardalis,F
5,6,148210,2350,65,2,0.0030466491652633,0.4690555833492259,1.3704750981883649,0.0611846745493047,0.6713389309931213,0.0703720039844703,0.0018558416157015,0.0001672195151417,Camelopardalis,T
6,7,148210,2350,CO,1,3.1656472445414177,0.1413032816906311,1.3043243889217044,0.0268114652260505,0.5456698026582156,0.0291646772178513,3.444942844885146,0.1210236799983623,Camelopardalis,F
7,8,148210,2350,CO,2,0.131617934466838,0.4690555833492259,1.283638950185706,0.0611846745493047,0.6091418850785735,0.0703720039844703,0.0718199323268014,0.0038385945748056,Camelopardalis,T
0,1,150120,4067,HI,1,10.608965655327896,0.2619626101974143,1.22158133894357,0.1480026894580778,5.192745678462192,0.1480601336781279,118.14144000000007,3.256636907173667,Ursa Major,F
1,2,150120,4067,67,1,0.0033966855542337,0.0014881318787937,-3.658920766425815,1.611334792394031,3.1835630379017985,1.6113347909292333,0.023557603162583,0.0067759720783777,Ursa Major,F
2,3,150120,4067,65,1,0.0024658176064696,0.001126352335143,1.3382154772667978,2.9350089460041464,5.567354149245733,2.9350089626770064,0.0370564246536067,0.0098721807838146,Ursa Major,F
3,4,150120,4067,CO,1,-1.6175127845092617e-19,2.212942951655336e-20,1.1308825007835755e-09,1.3196357884723983e-10,0.9999999972285588,8.43733618641117e-10,0.0,0.0,Ursa Major,F
0,1,151500,1925,HI,1,20.0,1.0109659562132025,-0.746892344901698,0.0891643785470203,1.8464316321114336,0.1157681723218012,150.85824000000014,0.991445095017546,Camelopardalis,F
1,2,151500,1925,HI,2,13.944777238007315,0.7578566264745114,-1.1223110345646936,0.279186640952937,8.748602022357414,0.3609817040475063,352.31104000000033,2.2716860976552944,Camelopardalis,F
2,3,151500,1925,67,1,0.0226602974902236,0.0023304746061321,-1.2353075717795627,0.154193355429727,1.2986275843890158,0.1541930426501009,0.0604429305234513,0.0043233690390908,Camelopardalis,F
3,4,151500,1925,67,2,0.0023346519991636,0.7578566264745114,0.9259129499042444,0.279186640952937,0.9259129499042444,0.3609817040475063,0.0030318434860628,0.0003599870952801,Camelopardalis,T
4,5,151500,1925,65,1,0.0118490748351982,0.0029021577724765,-1.4499243564983042,0.234808929200838,0.8125718740955311,0.2253246381985698,0.0234155906253771,0.0046538976351169,Camelopardalis,F
5,6,151500,1925,65,2,0.0028985180201824,0.7578566264745114,-1.2353075717795627,0.279186640952937,1.2986275843890158,0.3609817040475063,0.0023552542197593,0.0006531075242096,Camelopardalis,T
6,7,151500,1925,CO,1,1.513998268402634,0.1242047370031626,-1.399332135476247,0.0664680729280488,0.7021230897820645,0.0665622969071816,2.1390977349333014,0.1514036430733546,Camelopardalis,F
7,8,151500,1925,CO,2,0.1344421385820945,0.7578566264745114,-1.4499243564983042,0.279186640952937,0.8125718740955311,0.3609817040475063,0.0943949297381687,0.0089487775451378,Camelopardalis,T
0,1,156540,3513,HI,1,1.115452463165306,0.1069699624621314,-20.0,3.724495234442592,35.33365495716078,3.557668378496831,209.76256000000012,7.687936234265039,Ursa Major,F
1,2,156540,3513,HI,2,14.69630869700373,0.3158152127697137,-0.7365310314182174,0.0790775794258311,3.267920591564529,0.0849065705138019,114.6752000000001,2.40130784572979,Ursa Major,F
2,3,156540,3513,67,1,0.0174488867128216,0.0034475120948391,0.4267055498860526,0.1452909725259201,0.6667429823145613,0.1616293924710422,0.0250038867546359,0.002970013312123,Ursa Major,F
3,4,156540,3513,67,2,0.0320186082931282,0.0028224619572424,-3.0671274326552145,0.0908989973647868,0.883918008070486,0.0912813198736425,0.0638717342438697,0.0036375085719874,Ursa Major,F
4,5,156540,3513,65,1,0.0223126629981525,0.003066956696163,-3.047262814173516,0.1533313986838537,0.7816498221601025,0.1383349487527115,0.0429405835633717,0.0039423066211236,Ursa Major,F
5,6,156540,3513,65,2,0.0064553256972461,0.0023169504479014,0.4364828562294912,0.7100672914384607,0.4364828562294912,0.7854344183843562,0.0220867921572655,0.005089495963085,Ursa Major,F
6,7,156540,3513,CO,1,1.7259872932908802,0.1145845678088327,-3.36371574384302,0.0526556989529167,0.6874171401719638,0.0527424138630064,2.4806691066090205,0.1422325229433833,Ursa Major,F
7,8,156540,3513,CO,2,0.1262965017054478,0.3158152127697137,-3.047262814173516,0.0790775794258311,0.7816498221601025,0.0849065705138019,0.0868183800160825,0.0066611823623986,Ursa Major,T
0,1,156640,3250,HI,1,23.456820458519587,0.6794468452468132,-0.7429464485911049,0.0956510967572791,2.861469011710559,0.0956852423310287,134.85312000000013,4.547944809692981,Ursa Major,F
1,2,156640,3250,67,1,0.0011896417394903,0.0018643992908772,-0.2045416747054061,3.6714394718425862,-2.028823528222231,3.671439502195989,0.0,0.0,Ursa Major,F
2,3,156640,3250,65,1,0.0024246182310497,0.0013696004689241,0.9492885818981304,2.455072286975076,3.7639545950878777,2.4550722309968225,0.0236223171577396,0.0068672681091129,Ursa Major,F
3,4,156640,3250,CO,1,1.74243059438563,0.1018347395712712,-0.8158085313415124,0.068762574200133,1.0187945402568594,0.0687625748162599,3.762343464685337,0.195941102687462,Ursa Major,F
