l (deg),b (deg),line,comp,T_peak (K),T_error (K),CenterVel (km/s),CenterVel_error (km/s),FWHM (km/s),FWHM error (km/s),integral,integral error,Cloud,Upper Limit
120500,2963,HI,1,4.760218285689684,0.1734140618979467,-12.611564585245246,0.5670573991281028,15.075809215989178,0.4268353977582406,333.1955200000004,4.007808671488404,Polaris,F
120500,2963,HI,2,18.83609521744389,0.399418907803826,-3.128157450628495,0.1631625356565993,3.3126957531542565,0.1238697259129423,194.7456000000001,1.9160990339605637,Polaris,F
120500,2963,HI,3,7.079887322220304,0.9858408834869674,-7.097375499554859,0.0881616980653128,1.2617494962097544,0.1579631402981609,66.41920000000006,1.173366232460789,Polaris,F
120500,2963,67,1,0.0145728937940788,0.0016164536922849,-3.185756792235601,0.5515562824024423,3.041889981761453,0.4442509132654757,0.1453950410318107,0.0075144707399956,Polaris,F
120500,2963,67,2,0.0302043026595246,0.0038950344689679,-6.391253065045548,0.0901994518051626,0.627038831488282,0.1064189374408651,0.0577742504662167,0.0033605734779126,Polaris,F
120500,2963,67,3,8.201819133477929e-05,0.0,4.995521775781313,0.0,0.0009813547950935,0.0,0.0577742504662167,0.0,Polaris,F
120500,2963,65,1,-0.0832656055207035,0.0057093329496227,-8.05276897912016,0.0554167810087873,0.1761468544320462,0.01962304780997,0.0,0.0,Polaris,F
120500,2963,65,2,0.0027848948109118,0.399418907803826,-3.185756792235601,0.1631625356565993,3.041889981761453,0.1238697259129423,0.0004905504608662,5.464812402026136e-05,Polaris,T
120500,2963,65,3,0.0027848948109118,0.9858408834869674,-3.185756792235601,0.0881616980653128,3.041889981761453,0.1579631402981609,0.0004905504608662,5.464812402026136e-05,Polaris,T
120500,2963,CO,1,1.4753307838681649,0.1281053229843399,-6.307529097649439,0.0570405911967403,0.5634383473251071,0.0560810364534962,1.9617521225838408,0.1446900141463519,Polaris,F
120500,2963,CO,2,0.1284786505943507,0.399418907803826,-8.05276897912016,0.1631625356565993,0.1761468544320462,0.1238697259129423,0.0723897985574408,0.0072052158874777,Polaris,T
120500,2963,CO,3,0.1284786505943507,0.9858408834869674,-8.05276897912016,0.0881616980653128,0.1761468544320462,0.1579631402981609,0.0723897985574408,0.0072052158874777,Polaris,T
122220,1875,HI,1,7.717728978361177,56698895.62132914,-8.303447681954403,1609865.159457239,9.32045343633374,522795.70297181146,473.4156800000004,10.245327636015944,Polaris,F
122220,1875,HI,2,7.717791521292614,48324269.662454434,-8.30247027794034,36589152.74077883,9.324324625815176,39878942.7039788,473.4156800000004,10.245327636015944,Polaris,F
122220,1875,HI,3,7.717853928108709,37605903.23387355,-8.30261987072119,37374440.11361695,9.324274264294134,40407131.67153621,473.4156800000004,10.245327636015944,Polaris,F
122220,1875,67,1,0.0271754146298122,0.0029525552643576,1.999606404917019,0.1013715229595334,0.8033915330656711,0.1004037893104077,0.0497182578297523,0.003477804051682,Polaris,F
122220,1875,67,2,0.0021686602849042,48324269.662454434,0.9258762745849084,36589152.74077883,0.9258762745849084,39878942.7039788,0.0017422833109878,0.0002177417103313,Polaris,T
122220,1875,67,3,0.0021686602849042,37605903.23387355,0.9258762745849084,37374440.11361695,0.9258762745849084,40407131.67153621,0.0017422833109878,0.0002177417103313,Polaris,T
122220,1875,65,1,0.0135801906791759,0.002473202926212,1.9813410411694503,0.2427523839321612,1.1540463339132805,0.2427509809389537,0.0328886100410715,0.0045078808217528,Polaris,F
122220,1875,65,2,0.002431528914733,48324269.662454434,1.999606404917019,36589152.74077883,0.8033915330656711,39878942.7039788,0.0028060970298518,0.0005902560292328,Polaris,T
122220,1875,65,3,0.002431528914733,37605903.23387355,1.999606404917019,37374440.11361695,0.8033915330656711,40407131.67153621,0.0028060970298518,0.0005902560292328,Polaris,T
122220,1875,CO,1,2.18008267437409,4531.807292527748,1.9646759238265643,19.72892467164168,0.1920395121062138,139.53858289429357,0.0,0.0,Polaris,F
122220,1875,CO,2,0.1226166938083374,48324269.662454434,1.9813410411694503,36589152.74077883,1.1540463339132805,39878942.7039788,0.0235472500550301,17.10975969319891,Polaris,T
122220,1875,CO,3,0.1226166938083374,37605903.23387355,1.9813410411694503,37374440.11361695,1.1540463339132805,40407131.67153621,0.0235472500550301,17.10975969319891,Polaris,T
147000,4038,HI,1,0.8758526868462106,0.0648712442832103,-34.594983965404694,3.3989609209085403,32.05490713032199,3.135367383952251,189.36832000000015,5.351557382539686,Ursa Major,F
147000,4038,HI,2,11.054587660639694,0.1773545359471962,0.7138072766807152,0.0813385369384506,4.668745997340027,0.093314120397754,114.0659200000001,1.954112464133526,Ursa Major,F
147000,4038,67,1,0.0076686814012196,0.0027829867174118,1.0232331514659807,0.5727449053023028,0.9315237145521928,0.5680570515390603,0.0230097381445194,0.004505350278487,Ursa Major,F
147000,4038,67,2,0.0416321068305247,0.0027648025620427,-1.8835389002923788,0.1059682734213595,0.9420393886876944,0.1050778185880436,0.087537668336713,0.004505350278487,Ursa Major,F
147000,4038,65,1,0.0166851667709694,0.0040990295185547,-1.26734576026784,0.1681018886179087,0.5936816933004109,0.2105783930604383,0.0381388599353885,0.0031968928432442,Ursa Major,F
147000,4038,65,2,0.0088316322489708,0.002735022584165,-0.9190035933440878,0.6476840360605355,3.2583124209738203,0.8059113540802956,0.0905371679051084,0.0074973782872098,Ursa Major,F
147000,4038,CO,1,0.6071091687977235,0.1283784680511287,1.1163804027025532,0.1265864744606437,0.4959460545102903,0.1234734879771357,0.6241819475178781,0.1080197663948499,Ursa Major,F
147000,4038,CO,2,1.542828855333198,0.1001678021508424,-1.8636816534554212,0.063116099732596,0.8410341013950499,0.0649716706348142,2.886842734441412,0.1527630186399702,Ursa Major,F
119070,2800,HI,1,25.108943671277444,0.2622386027780751,-4.629767144492037,0.021005479869978,1.8477561217470948,0.0241230739543141,128.0819200000001,0.2907896772449873,Polaris,F
119070,2800,HI,2,6.805908343219604,0.1341989129980728,-9.986011091130512,0.2182562042280791,11.427903660943633,0.2007208541516905,281.4054400000002,0.7554937429573102,Polaris,F
119070,2800,67,1,0.0866019319163963,0.0025284514929218,-4.358240960709567,0.0371915561354435,1.1032388440587724,0.0372013717997958,0.2157333213487888,0.0040113705273138,Polaris,F
119070,2800,67,2,0.0021662414370627,0.1341989129980728,0.9258826044692654,0.2182562042280791,0.9258826044692654,0.2007208541516905,0.0023898816989773,8.058715310829613e-05,Polaris,T
119070,2800,65,1,0.0435202080523117,0.0025558291744292,-4.251789899925019,0.0733040393287115,1.0811639337459211,0.0733357008588288,0.1066625459490052,0.0049278167800448,Polaris,F
119070,2800,65,2,0.0026580221489704,0.1341989129980728,-4.358240960709567,0.2182562042280791,1.1032388440587724,0.2007208541516905,0.0028737576825647,0.000194927917193,Polaris,T
119070,2800,CO,1,1.6130650970863465,0.1255581318220888,-3.77977931456862,0.077823000817232,0.8657993140129903,0.0778234412596038,2.944761288975404,0.1917615125684714,Polaris,F
119070,2800,CO,2,0.1474634824426875,0.1341989129980728,-4.251789899925019,0.2182562042280791,1.0811639337459211,0.2007208541516905,0.1276737819408455,0.0114761156638151,Polaris,T
121930,1975,HI,1,19.51055782182347,1.1011966988287547,-0.6125609601873723,0.3038690917583349,3.5643056315132595,0.254744764893495,172.09216000000015,4.882708992570362,Polaris,F
121930,1975,HI,2,18.323913750671725,0.6573202958670097,-12.521152096743783,0.4606207072450555,5.477726565926199,0.425025488334246,238.42432000000025,6.2242571080778095,Polaris,F
121930,1975,67,1,0.0176899277343281,233.0705429967053,0.7160719440225394,688.7941743449476,0.1381977742559824,2974.886891320187,0.0198140786667204,0.0024245531692238,Polaris,F
121930,1975,67,2,0.0180971163128754,360.5249981105415,0.7271923664028128,676.0806464871257,0.1400041868927802,2907.260462403492,0.0198140786667204,0.0024245531692238,Polaris,F
121930,1975,65,1,0.0577934863376141,732.9923164398477,1.298860813131787,66.45726260959549,0.2550054420743328,979.385739758843,0.0,0.0,Polaris,F
121930,1975,65,2,0.0025993163096894,0.6573202958670097,0.7160719440225394,0.4606207072450555,0.1381977742559824,0.425025488334246,0.0006628398046433,2.5457333268324054,Polaris,T
121930,1975,CO,1,0.8590327537820951,0.1606221785239327,1.332859925712544,0.119603890099219,0.5693614894487276,0.1258360006389031,0.9474581788719106,0.155390844034034,Polaris,F
121930,1975,CO,2,0.1689909559378135,0.6573202958670097,1.298860813131787,0.4606207072450555,0.2550054420743328,0.425025488334246,0.0962169423761178,0.0212651460393595,Polaris,T
146200,3963,HI,1,9.588238515955538,0.809138345050472,-2.5014111770277774,0.3781302251758123,3.0875149528832067,0.4134267943011622,65.14688000000004,6.883982131053736,Ursa Major,F
146200,3963,HI,2,15.57093027019705,1.0436909286099296,5.265048059165248,0.1779993367416518,1.8445007344862008,0.1736705115940957,70.96192000000006,5.818026787535145,Ursa Major,F
146200,3963,67,1,0.0227171238388099,0.0023827988686653,-0.0982588953902434,0.1504395217372266,1.2419087902954724,0.1504378235419279,0.060795316094953,0.00439034084939,Ursa Major,F
146200,3963,67,2,0.0023709072160562,1.0436909286099296,0.925877828465346,0.1779993367416518,0.925877828465346,0.1736705115940957,0.0029444505125952,0.0003566741214033,Ursa Major,T
146200,3963,65,1,0.0172952854740293,0.0035387056651967,0.3991052875761497,0.1429629942134033,0.6956267116730436,0.1773698246256177,0.0256456095996241,0.0029512876616471,Ursa Major,F
146200,3963,65,2,0.0022512971614477,1.0436909286099296,-0.0982588953902434,0.1779993367416518,1.2419087902954724,0.1736705115940957,0.0015660624414167,0.0003993121827061,Ursa Major,T
146200,3963,CO,1,1.779889590319648,0.0928856722031097,0.0015153319798292,0.0491958129577993,0.8164341243902535,0.0491996556886596,3.257466222888035,0.1375177758535012,Ursa Major,F
146200,3963,CO,2,0.1057503659285617,1.0436909286099296,0.3991052875761497,0.1779993367416518,0.6956267116730436,0.1736705115940957,0.0863382074108342,0.005202881592635,Ursa Major,T
156540,3513,HI,1,1.1067600466130365,0.1050385716428512,-21.97074725205735,3.7951407082867767,35.380713206167634,3.5814061294840207,209.85856000000013,7.734671839410559,Ursa Major,F
156540,3513,HI,2,14.720045389035656,0.3147405546283978,-0.7355518932537553,0.0790361835406458,3.280451595368854,0.0847562204021737,114.6752000000001,2.40130784572979,Ursa Major,F
156540,3513,67,1,0.0174490322683779,0.0034475613623933,0.4267079141516046,0.145289148953154,0.6667319689394613,0.1616277831662527,0.0250038867546359,0.002970013312123,Ursa Major,F
156540,3513,67,2,0.0320185958480707,0.0028224592777607,-3.0671258951068965,0.0908990039134507,0.8839190884192089,0.0912811896338827,0.0638717342438697,0.0036375085719874,Ursa Major,F
156540,3513,65,1,0.0064540234466646,0.0023163996823379,0.4363335531700464,0.7106899628265964,1.4183755922358063,0.7860948050883837,0.0220867921572655,0.005089495963085,Ursa Major,F
156540,3513,65,2,0.022311865151174,0.0030679231813266,-3.047327984922332,0.1533610902581896,0.7815960204518012,0.1383480930916882,0.0429405835633717,0.0039423066211236,Ursa Major,F
156540,3513,CO,1,1.7259872928943352,0.1145845678045426,-3.3637157438159067,0.0526556988822866,0.6874171403389339,0.0527424137325107,2.4806691066090205,0.1422325229433833,Ursa Major,F
156540,3513,CO,2,0.1262965017054478,0.3147405546283978,0.4363335531700464,0.0790361835406458,1.4183755922358063,0.0847562204021737,0.0868183800371702,0.0066611823459174,Ursa Major,T
125220,3250,HI,1,36.662618687862654,0.776355156962778,1.1527447610791457,0.0677982339157581,2.775750054633473,0.0677939185403941,225.83936000000023,3.4233357976015424,Polaris,F
125220,3250,67,1,0.1203926049729657,0.0025926073897639,0.0690411472567108,0.0260841756217665,1.048728469624489,0.0260697243925124,0.2615568853853592,0.0038144191446918,Polaris,F
125220,3250,65,1,0.0683323999713708,0.002712982069926,0.2341288549062513,0.0440167988673022,0.9616478685578748,0.0441642632612224,0.1399748274078859,0.0036117194836549,Polaris,F
125220,3250,CO,1,0.8638655768426621,0.1036959405655918,0.389682574461635,0.1376982382465142,0.9933386724649458,0.1376982256805989,1.8730387868851688,0.1672591891017719,Polaris,F
