l,b,Total Av [mag],Distance of Max Av [pc],FWHM [pc],Column Density [cm^-2],Volume Density [cm^-3]
146.2,39.63,0.8607415748889047,[225.1788269],4.901029073690282,7.144155071577909e+21,472.4034370829715
