l,b,Total Av [mag],Distance of Max Av [pc],FWHM [pc],Column Density [cm^-2],Volume Density [cm^-3]
121.93,19.75,0.2916624740455761,[267.23891273],6.506198577463093,2.4207985345782816e+21,120.58152946566848
