l,b,Total Av [mag],Distance of Max Av [pc],FWHM [pc],Column Density [cm^-2],Volume Density [cm^-3]
151.5,19.25,0.6213198650035685,[179.1130186],10.23484141993434,5.156954879529618e+21,163.29078179587336
