l,b,Total Av [mag],Distance of Max Av [pc],FWHM [pc],Column Density [cm^-2],Volume Density [cm^-3]
120.5,29.63,0.5284816997667412,[336.33762518],10.189695895044972,4.386398108063952e+21,139.50708922318492
