l,b,Total Av [mag],Distance of Max Av [pc],FWHM [pc],Column Density [cm^-2],Volume Density [cm^-3]
148.2,38.63,0.7843172025948207,[336.33762518],10.614757871118464,6.509832781537012e+21,198.7509419649927
