l,b,Total Av [mag],Distance of Max Av [pc],FWHM [pc],Column Density [cm^-2],Volume Density [cm^-3]
125.07,19.5,0.6230075891752304,[267.23891273],21.377316869581474,5.170962990154412e+21,78.39126803055996
