l,b,Total Av [mag],Distance of Max Av [pc],FWHM [pc],Column Density [cm^-2],Volume Density [cm^-3]
119.21,20,0.5314753329582046,[300.28612303],12.939459368572814,4.411245263553098e+21,110.4827634878166
