l,b,Total Av [mag],Distance of Max Av [pc],FWHM [pc],Column Density [cm^-2],Volume Density [cm^-3]
146.93,20.75,0.505389553111163,[225.1788269],9.83978697890636,4.1947332908226524e+21,138.15547839381966
