l,b,Total Av [mag],Distance of Max Av [pc],FWHM [pc],Column Density [cm^-2],Volume Density [cm^-3]
127.5,20.88,0.8689553966531793,[423.4620887],18.72348335773737,7.212329792221389e+21,124.83557985813931
