l,b,Total Av [mag],Distance of Max Av [pc],FWHM [pc],Column Density [cm^-2],Volume Density [cm^-3]
142.21,23.25,0.6089380971786095,[201.14449213],16.729626121847062,5.054186206582459e+21,97.90716100880445
