l,b,Total Av [mag],Distance of Max Av [pc],FWHM [pc],Column Density [cm^-2],Volume Density [cm^-3]
122.22,18.75,0.3770413335047196,[300.28612303],13.0167095430924,3.129443068089173e+21,77.9139631946432
