l,b,Total Av [mag],Distance of Max Av [pc],FWHM [pc],Column Density [cm^-2],Volume Density [cm^-3]
125.22,32.5,1.4197558141538469,[336.33762518],17.04479554007213,1.178397325747693e+22,224.05230024857124
