l,b,Total Av [mag],Distance of Max Av [pc],FWHM [pc],Column Density [cm^-2],Volume Density [cm^-3]
120.5,18.63,0.8319561455390017,[283.26180258],13.833790367460526,6.905236007973714e+21,161.76583025288895
