l,b,Total Av [mag],Distance of Max Av [pc],FWHM [pc],Column Density [cm^-2],Volume Density [cm^-3]
146.07,17.75,1.5881705458679756,[201.14449213],4.513693013306354,1.3181815530704196e+22,946.4390831021451
