l,b,Total Av [mag],Distance of Max Av [pc],FWHM [pc],Column Density [cm^-2],Volume Density [cm^-3]
119.07,28,0.8390057008569577,[356.36623748],13.029773477500322,6.963747317112749e+21,173.20307310938972
