l,b,Total Av [mag],Distance of Max Av [pc],FWHM [pc],Column Density [cm^-2],Volume Density [cm^-3]
148.21,23.5,0.5434880057049606,[179.1130186],16.615095133475673,4.510950447351173e+21,87.98622378051567
