l,b,Total Av [mag],Distance of Max Av [pc],FWHM [pc],Column Density [cm^-2],Volume Density [cm^-3]
147,40.38,0.5777570777146467,[225.1788269],13.369892507635464,4.795383745031567e+21,116.23713741124855
