l,b,Total Av [mag],Distance of Max Av [pc],FWHM [pc],Column Density [cm^-2],Volume Density [cm^-3]
156.64,32.5,1.1055017254809218,[300.28612303],6.599661733089217,9.175664321491651e+21,450.57313696689334
