l,b,Total Av [mag],Distance of Max Av [pc],FWHM [pc],Column Density [cm^-2],Volume Density [cm^-3]
150.12,40.67,0.0634531328887722,[213.16165951],10.50265073454408,5.266610029768093e+20,16.251059986137232
