l,b,Total Av [mag],Distance of Max Av [pc],FWHM [pc],Column Density [cm^-2],Volume Density [cm^-3]
156.54,35.13,0.42750244277498556,[238.19742489],10.927035402671097,3.5482702750323803e+21,105.23587045270345
