l,b,Total Av [mag],Distance of Max Av [pc],FWHM [pc],Column Density [cm^-2],Volume Density [cm^-3]
143,38.5,1.0822866996149625,[356.36623748],7.786993199257569,8.982979606804189e+21,373.8523140100815
