l,b,Total Av [mag],Distance of Max Av [pc],FWHM [pc],Column Density [cm^-2],Volume Density [cm^-3]
137.16,43,0.12782692000238194,[169.09871245],6.5282309684161,1.06096343601977e+21,52.668913629825596
